play_id,title,speaker,length,description,play_link
25695,The Pizza Aisle Stage of Grief,Beth Bradley,05:59,Beth finds something unexpected in the frozen pizza aisle.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25695
25658,Roar,Amanda Gorman,07:37,Amanda Gorman takes her mother's advice during her Lion King audition.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25658
25802,The Death Knell of My Youth,Elizabeth Gray,06:48,Elizabeth Gray contends with aging.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25802
25803,Angel’s World,Neema Avashia,05:51,Neema Avashia and her students are united in grief.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25803
25804,Three Things,Jennifer Birmingham,05:59,"After swearing off love, Jennifer Birmingham gets advice from an unexpected source.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25804
25806,The Return,Susan Earley,05:18,Susan Earley tries to return a shirt purchased for her late grandfather.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25806
25599,An Egg Too Far,Dame Wilburn,10:15,Dame Wilburn and her wife decide to raise chickens in Detroit.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25599
25596,The Great Escape,Christopher Skaife,15:34,"The Ravenmaster at the Tower of London, Christopher Skaife, has a tough first day.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25596
25581,Dirtbag Dancing,Janine Hilling,06:00,Janine attempts to woo her crush with her dance moves.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25581
25577,Candy Crush,Tim Lopez,06:36,Tim searches for the perfect gift to impress his crush.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25577
25549,Love at Third Sight,Abhishek Shah,14:43,Abhishek Shah hatches a plan to win over his fiancée's family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25549
25609,Revelation,Pamela Covington,10:30,Pamela cooks a difficult holiday meal for her family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25609
25613,Grandma Becky's Bundt Cake,Annie Share,05:43,Annie discovers the truth about her family’s famous bundt cake.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25613
25524,Black Vader,Dame Wilburn,06:44,Dame Wilburn has a startling encounter with Darth Vader.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25524
25246,Near and Far: Stories of Exploration,The Moth,00:46,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25246
25158,The Love I Chose,Harjeet Kapor,06:39,Harjeet tries to balance his parents expectations and his own.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25158
25156,Mine And Mine Alone,Jill Chenault,06:30,Jill has an abortion and receives some unexpected advice.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25156
25095,Moral Redemption,Christopher Scott,17:22,Christopher Scott's life is changed forever when he answers a friend’s call for help.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25095
25070,Ali Bonne Maman,Angelica Lindsey-Ali,13:28,Angelica Lindsey-Ali makes Hajj while 8 months pregnant.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25070
25069,Meeting Maureen,Josh Holland,05:54,Josh Holland meets his birth mother at 39.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25069
25068,Chicago Keep Your Friends Close,Grace Topinka,04:50,Grace Topinka joins a new friend for spa day.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25068
25067,Detroit Delayed Wonder,Zakiya Minifee,04:48,"Zakiya Minifee is determined to not be ""that American"" during a trip abroad.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25067
25066,Grief and Gratitude in Maasailand,Rae Wynn-Grant,12:40,Rae Wynn Grant's perspective on America shifts while studying wildlife in Africa.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25066
25527,Try to Surprise,Tim FitzHigham,14:18,Tim FitzHigham takes on 10 world record holders.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25527
24783,All About A Book,Caroline Hunter,13:42,Caroline Hunter reacts to injustice in the workplace.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24783
24769,Passing of the Torch,Huwe Burton,10:41,"Huwe describes his last encounter with his father, which reignited his motivation to keep fighting and to get out of prison.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24769
24764,Meeting Miles,Andrea King Collier,14:08,"Andrea is heartbroken to be the last one to learn his son's girlfriend is pregnant, but quickly finds joy, instead.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24764
24748,Go Back And Tell,Hannah Drake,14:15,"A young mother visits the ""Gate of No Return"" in Senegal and is haunted by reality and their closeness to slavery.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24748
24731,Fighting Words,Damon Young,10:53,Damon Young questions his sense of self based on the power of a racial slur.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24731
24613,Things Left Unsaid,Megan McNally,06:14,Megan McNally makes an assumption about her grandmother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24613
24589,Breakup on Aisle 3,Alexis Barton,07:21,Alexis Barton learns nothing good happens after midnight.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24589
24585,After The Fog,Nimisha Ladva,06:14,Nimisha Ladva sees the subtle ways her mother defies the patriarchal structure of her extended family.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24585
24581,You Can Do Anything You Want to Do,Sharon Salzberg,13:58,Sharon Salzberg's meditation teacher encourages her to use her voice and past experience to help others.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24581
24578,Listening to Lips,David Litt,14:30,"David Litt channels his alter ego, ""Lips,"" while working as a presidential speechwriter.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24578
24576,Never Too Big To Be An Astronaut,Robert Hallett,06:58,Robert Hallett gets a call from NASA.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24576
24573,Clear for Takeoff,Nadia Hakim,06:44,Nadia Hakim remembers her last time in Iran.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24573
24569,Dearest Toco,David Watson Mwabila,10:18,David Watson Mwabila questions his culture's perception of disability.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24569
24565,The Fourth of July,Noreen King,04:57,Noreen King's fib goes too far.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24565
24423,Take Me Out of the Ball Game,R. Eric Thomas,11:09,"In an attempt to put himself out there, R. Eric Thomas joins a gay softball league.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24423
24422,Uniform,Reilly Horan,06:54,Reilly Horan considers her relationship to clothing and to her identity,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24422
24321,When People Ask Me Where I'm From,Beth Gebresilasie,05:02,Beth Gebresilasie tries to protect herself from her family's constant moving.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24321
24319,"Abuelos, Apples & Me",Luna Azcurrain,05:41,Luna Azcurrain and her grandfather create a Thanksgiving tradition.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24319
24317,Let it Go,David Lepelstat,07:30,David Lepelstat is nervous about his first kiss.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24317
24316,Priceless Mangos,Saya Shamdasani,07:04,Saya Shamdasani feels caught between two cultures.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24316
24314,Model Magic,Isobel Connelly,07:39,Isobel Connelly grows up feeling like the stupid girl.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24314
25647,Mac and Cheese,Gabrielle Shea,06:50,Gabrielle gets a surprise when she tries to share her macaroni and cheese recipe.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25647
24214,A New Normal,Chelsea Shorte,05:51,Chelsea wrangles with different parts of their identity when pulled over by the police.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24214
24210,Thank you from lululemon & The Moth,The Moth,00:44,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24210
24209,Proud & Present: Stories of Pride,The Moth,00:49,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24209
23969,Orbit,Annalise Raziq,06:29,Annalise's daughter makes an unexpected wish for her birthday.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23969
23797,Customer Care,Zellia Enjoli Tatiana,13:25,Zellia Fossett learns something new about herself through her work as a customer care agent.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23797
23795,A Lobsterman’s Tale,Jason Lemos,13:45,Lobsterman Jason Lemos fights for survival in the frigid Atlantic.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23795
23793,Bring Home the Bacon,Angela Dohrmann,13:40,Angela Dohrmann goes whole-hog during a Wendy's giveaway.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23793
23875,Blue Genes,Carmen Rita Wong,12:23,Carmen Rita Wong uncovers the complicated layers of her family's past.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23875
23750,After the Storm,Burnell Cotlon,12:09,Burnell returns to the Lower Ninth Ward after Hurricane Katrina to rebuild the community he loves.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23750
23617,Letters from Fairyland,Elyse Mcinerney,04:45,Elyse McInerney learns her hero may be a lot closer to her than she realized.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23617
23613,"Call Me, Heartbreaker",Danny Artese,05:56,Danny Artese gets not only a signature but a mentor when he attends a book signing.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23613
23611,Nothing I Can Do About it Now,Beth Nielsen Chapman,13:09,Songwriter Beth Nielsen Chapman makes music with a country music icon.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23611
23607,Ruby Bridges’ Influence,Valarie Walker,06:35,Valerie Walker has a chance encounter with a life long idol.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23607
23580,Ride the Night,Carly Johnstone,01:45,Carly Johnstone looks for a way to break free.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23580
23559,How to Act Like a Lady (Clip),Tricia Rose Burt,00:26,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23559
23557,"Go, Venae, Go! (Clip)",Neshaune Lasley,00:51,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23557
23555,A Rooster's Tale (Clip),Lincoln Bonner,00:33,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23555
23553,Head of Clay (Clip),Jay Martel,00:51,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23553
23551,Reflections From Space (Clip),Frederick Hauck,00:42,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23551
23522,My Grandmother's Nerve (Clip),Catherine Smyka,00:23,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23522
23521,The Candy Bar (Clip),Alexandra Rosas,00:31,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23521
23520,"Is Love Wild, Is Love Real? (Clip)",Sarfraz Manzoor,00:24,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23520
23519,Always Her Hasan-Bhai (Clip),Hasan Minhaj,00:29,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23519
23518,Good News Versus Bad (Clip),Erin Barker,00:32,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23518
23517,Teacher Talent Show (Clip),Tim Manley,00:31,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23517
23516,Batter Up (Clip),Sarah Jane Johnson,00:22,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23516
23514,Guilty (Clip),Danusia Trevino,00:28,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23514
23501,Beyond the Call of Duty,Maxie Jones,05:54,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23501
23431,Kid Religion,Max García Conover,11:10,Max García Conover finds faith in an unexpected place.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23431
23429,Sandwiches & Neighbors,Oanh Ngo Usadi,14:13,Oanh Ngo Usadi and her family arrive in Texas from Vietnam with high hopes and an American Dream.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23429
23427,"Is Love Wild, Is Love Real?",Sarfraz Manzoor,15:05,Sarfraz Manzoor discovers life lessons in the lyrics of Bruce Springsteen.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23427
23398,"Lies, Love, and Labor",Nya Abernathy,05:20,Nya Abernathy discovers who gets lied to the most: pregnant women!,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23398
23395,Unwritten Rules,Musih Tedji Xaviere,09:58,Musih Tedji Xaviere attempts to get her first novel published.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23395
23391,The Bogeyman,Timothy Bell,07:58,Timothy Bell discovers that there are more layers to his mother than meets the eye.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23391
23389,What's in a Name?,Purity Kagwiria,03:35,Purity Kagwiria chooses a name for herself.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23389
23384,The Test,Betty Reid Soskin,11:10,95 year old park ranger Betty Reid Soskin squares off with an intruder.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23384
23291,Dressing Barbie,Carol Spencer,13:45,A woman who designs clothes for Barbie fights to be given credit for her work.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23291
23202,The Loudest Whisper,Devan Sandiford,07:17,Devan Sandiford tries to prepare his son for living in America with his brown skin.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23202
25645,Spotted Denzel,Lee Thomas,11:15,Lee Thomas is a newscaster with vitiligo.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25645
23125,Love And Pasta,Leah Haydock,07:08,"After a turbulent history in online dating, Leah finds solace in pasta.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23125
23124,Do The Dishes And Leave,Mitch Donaberger,06:59,Mitch makes a grand gesture.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23124
23093,"Two Border Crossings, 33 Years Apart",Reyna Grande,13:25,Reyna Grande finds kinship with a man seeking asylum in the US.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23093
23092,Batter Up,Sarah Jane Johnson,12:41,"In her journey to start a family, Sarah Jane Johnson also finds herself facing her past.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23092
23060,Off The Rails,Tere Figueras Negrete,05:17,Tere learns a lot about her fellow passengers when her commute goes ary.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23060
22963,Fast Times at Law School High,Tim Lopez,06:00,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22963
22961,That Blue Blue Bridge,Kelley Craig,06:20,,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22961
22874,Little Niagara,Taylor Tower,12:13,"Taylor Tower wonders if her dad is the ""right"" kind of parent.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22874
22872,Spencer the Cat,Noriko Rosted,08:22,Noriko Rosted must find a pet sitter for her beloved cat before her trip to Italy.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22872
22869,Death in Vegas,Jon Levin,06:56,Jon Levin is penniless with a con man in Las Vegas.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22869
22853,Shawnees Never Quit,Alistair Bane,13:50,"Alistair Bane reluctantly attends church as his friend's grandmother's ""special guest""...",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22853
22833,"Music, Memories and My Abuela",Christina Igaraividez,11:21,Christina Igaraividez connects to her grandmother through the violin.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22833
22837,If It Makes You Happy,Patty Schemel,12:20,Drummer Patty Schemel finds herself on tour with millennials.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22837
22829,Nowhere to Run,Monte Montepare,14:45,Monte Montepare finds himself at an emotional crossroads in rural Alaska.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22829
22786,Love After Love,Luke Rodehorst,06:11,"When Luke's relationship crumbles, he looks for closure in a unique way.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22786
22784,The Cultural Wall,Katiana Ciceron,06:59,Katiana and her mother struggle with a language barrier.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22784
24090,A Bratz Life,Talaya Moore,11:16,"Talaya Moore, a homeless child, takes solace in her most valued possession - her dolls",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=24090
22521,Awakening,Marjorie Tahbone,13:09,Marjorie Kunaq Tahbone reconnects to her culture and her ancestors.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22521
25161,Salt In The Sugar Jar,Nikesh Shukla,11:27,Nikesh Shukla finds a frozen moment in time after the death of his mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=25161
22508,A Time to Speak,Renee Watson,11:13,Renee Watson and her classmates band together to take on their teacher.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22508
22506,Curses!,Jon Bennett,11:37,"Jon Bennett, a vegetarian, goes on a hunting trip with his father.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22506
22504,A Complete Correct Human,John Elder Robison,14:46,John Elder Robison is an adult when he is diagnosed with Asperger's.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22504
22487,I Know it By Heart,Emma Gordon,12:34,Emma Gordon delves into her boyfriend's past relationship to save him from deportation.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22487
22485,Lost Start,​Kwong Yue Yang​,06:03,Kwong Yue Yang prejudges his seatmate on a flight to China.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22485
22483,May 6th,Anastasia Krasilnikova,06:56,Anastasia Krasilnikova and her family keep a secret from her abusive father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22483
22481,This is Just the Beginning,Robinah Babirye,12:36,Robinah Babirye is blackmailed due to her HIV status.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22481
22426,Remembering D-Day,Rick Carrier,14:12,Rick Carrier storms Utah beach in Normandy in the first wave on D-Day.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22426
22375,Breathing Magic,Nelson Lugo,05:27,Nelson's grandmother takes matters into her own hands when he suffers from an asthma attack.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22375
22373,A Scientific Exorcise,Phil Plait,11:01,A scientist finds himself questioning his beliefs while all alone in a dark observatory at night.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22373
23040,Dancing Through Life,Diana Thompson,06:16,A Syrian refugee wants to learn to Scottish dance.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23040
23041,The Limits of Us Versus Them,Karen Crowley,08:23,A former store clerk ends up as the supervisor in a residential program for youth.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=23041
22038,Cast In Bronze,Trina Robinson,14:00,"Trina Robinson, while researching online, discovers a shocking family history.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22038
22037,"So Much, and Enough",Anaïs Bordier,15:19,Anaïs Bordier makes a surprising connection via social media.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22037
22036,Buy It All Now,Meg Ferrill,11:40,Meg Ferrill struggles with her fears of becoming a parent while shopping for sperm.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=22036
21996,Jail Lessons,Javier Morillo,12:55,Javier Morillo's life takes an unexpected turn when he becomes the leader of a union of janitors.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21996
21994,The Park For Everyone,Matty Struski,06:10,Matty Struski takes matters into his own hands.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21994
21956,The Commander and I,Arn Chorn-Pond,13:27,Arn Chorn-Pond uses his musical gift to survive the Khmer Rouge.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21956
21958,How to Act Like a Lady,Tricia Rose Burt,13:31,Tricia Rose Burt attempts to break the strictures of her Southern upbringing.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21958
21960,Don't Patronise Me,​Pádraig ÓTuama,13:37,"After finally accepting his sexuality, Pádraig Ó'Tuama uses language to heal rather than harm.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21960
21926,Fishing for Love,Dina Adler,05:07,Dina has one true love: the New York Yankees.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21926
21925,Stranded,Meena Ziabari,07:59,Meena takes up running at a low point in her life.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21925
21891,Banjo Blues,Jill Bergman,06:04,Jill Bergman wreaks havoc on an airplane when she brought her metronome in her carry on.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21891
21890,Off The Grid,Aylie Baker,05:37,Aylie Baker realizes her dependance on technology when faced with a crisis.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21890
21862,"Never the Bridegroom, Never the Bride",Francois Clemmons,12:08,Francois Clemmons gets a role on Mister Rogers' Neighborhood but loses part of himself in the process.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21862
21855,To Thine Own Self Be True,Michelle Ephraim,05:48,Michelle Ephraim has an unexpected run-in with an ex's mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21855
21851,I Am Batman,Paul Davis,05:44,Paul Davis struggles to reconcile his dreams of being an artist with his day job as a party clown.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21851
21845,Trini-Dad,Lichelli Lazar-Lea,06:17,"Lichelli Lazar-Lea returns to her roots to find her father, and herself.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21845
21835,"Have Glue Gun, Will Travel",Simon Doonan,11:29,Window-dresser Simon Doonan suffers from a lack of credibility.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21835
21807,The Women’s March,Julieta Gilbert,06:10,Julieta Gilbert contemplates going to The Woman's March.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21807
21805,Lost In The Supermarket,Bryan Kett,06:13,"New to LA, Bryan Kett is having a hard time creating community and connecting with people until an old woman asks him a shocking question.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21805
21720,Bucket List,Michael Vonallman,13:18,Michael VonAllmen works to let go of his hate after his wrongful conviction.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21720
21715,Incoming,Patricia Brennan,05:45,Patricia Brennan describes being married to a Vietnam veteran.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21715
21714,Yu-Gi-Oh!,Andrew McGill,07:31,Andrew McGill discovers his people though the card game Yu-Gi-Oh.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21714
21713,El Garaje,Caridad De La Luz,09:55,Caridad De La Luz contends with her father's baggage.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21713
21709,Hair Today,Chris Foley,06:02,Chris Foley inherits his family's male pattern baldness.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21709
21645,Going to Graceland,Ernesto Quiñonez,11:01,Ernesto Quinonez tries to encourage his 9-year-old daughter to be his traveling companion to Graceland.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21645
21643,My Inner Lesbian,Ty Mahany,04:47,Ty Mahany gets a box of punk tapes from his lesbian aunt.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21643
21609,Fowl Language,Drew Sieplinga,08:21,Drew explores her complicated relationship with language.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21609
21561,Like a Prayer,Ritija Gupta,11:56,Ritija Gupta follows her grandmother's recommended all-yellow diet in the name of love.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21561
21559,Ashes and Salmon,Joan Juliet Buck,13:57,Joan Juliet Buck's uncle loses a suitcase of smoked salmon -- and a family member.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21559
21560,The Meaning of a Bean,Mercy Lung'aho,09:15,"Mercy Lung'aho leads an experiment with beans, designed to combat anemia.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21560
21558,That Pizza,Dihan Hossain,07:17,Dihan Hossain dreams of tasting New York City pizza.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21558
21543,Legacy,​Anagha Mahajan,07:08,Anagha finds a creative solution to stay out of the summer heat.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21543
21542,The 7th Friend,Nisse Greenberg,07:04,Nisse puts it all out on the line in an attempt to impress his friends.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21542
21446,The Howdy Doody Magic Kit,Teller,13:08,Notoriously quiet magician Teller (of Penn and Teller) discovers his love of magic.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21446
21451,Accessibility is the New Punk Rock,Gaelynn Lea,10:36,Musician Gaelynn Lea describes life on the road with a disability.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21451
21455,Shabbat in Iraq,Daniel Sperling,06:36,Daniel Sperling attends Shabbat services while deployed in Iraq.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21455
21459,Gut Instincts,Carmen Aguirre,11:59,Carmen Aguirre is a member of the underground resistance in Chile during Pinochet's regime.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21459
21431,And What Would You Like?,Steve Anderson,05:25,Steve's happy hour outing with his coworkers turns into an awkward learning experience for the waitress.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21431
21427,Since We’re Being Honest,Adam Ross,07:46,Adam Ross comes out to his mother and receives a surprising truth in return.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21427
21291,Never to Forget,Michael Mcnamee,15:48,District Fire Chief Michael McNamee confronts his worst fear.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21291
21289,A Collision in My World,Les Strayhorn,12:14,Les Strayhorn heeds his father's advice.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21289
21263,An Interview With Kay Ulanday Barrett,Kay Ulanday Barrett,03:02,"Kay Ulanday Barrett tells us about their poetry and activism, and how they situate themselves in the legacy of Stonewall.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21263
21259,An Interview With Martin Boyce,Martin Boyce,05:50,Martin Boyce tells us about growing up as a young gay man in 1960’s NYC and what it was like moment the Stonewall Riots erupted.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21259
21231,Outset,Sonia Audi,06:22,Sonia's teacher confronts them about their gender.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21231
21229,Take A Chance On Me,Richard Cardillo,07:48,Richard decides whether to take a chance on love.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21229
21055,In the Shadow of Fear,Sudhesh Dahad,14:42,Sudhesh Dahad deals with the aftermath of a near-death experience.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21055
